Data,Species,ProBiomassInitial,Deployed,Sampled,Quadrant,Week,Block,Location,ProDivTrtType,ProDivTrtRich,ProDivTrtID,CfBiomass,GtBiomass,GvBiomass,GgBiomass,ProBiomass,Amphipods,Bivalves,Caprellids,Gastropods,Isopods,Megalopae,NonXanthidCrabs,Polychaetes,Pycnogonids,Shrimps,XanthidCrabs,Others,ConAbund,ConBiomass,ConDivRich
Part,Gg,3.75,7/5/12,8/2/12,3,7,32,31,Poly,4,CM,NA,NA,NA,4.41,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,32,31,Poly,4,CM,6.95,0.59,1.05,4.41,13,21,0,4,32,0,0,0,4,3,0,0,0,64,0.095,5
Part,Cf,3.75,7/5/12,8/2/12,3,7,33,15,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/5/12,8/2/12,3,7,33,15,Poly,4,CM,NA,1.36,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/5/12,8/2/12,3,7,33,15,Poly,4,CM,NA,NA,3.77,NA,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/5/12,8/2/12,3,7,33,15,Poly,4,CM,NA,NA,NA,5.34,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,33,15,Poly,4,CM,0,1.36,3.77,5.34,10.47,35,0,0,78,1,0,0,3,0,0,1,0,118,0.304,5
Part,Cf,3.75,7/5/12,8/2/12,3,7,34,13,Poly,4,CM,1.64,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/5/12,8/2/12,3,7,34,13,Poly,4,CM,NA,2.54,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/5/12,8/2/12,3,7,34,13,Poly,4,CM,NA,NA,1.49,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/5/12,8/2/12,3,7,34,13,Poly,4,CM,NA,NA,NA,6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,34,13,Poly,4,CM,1.64,2.54,1.49,6.3,11.97,30,0,4,78,2,0,0,5,1,0,0,0,120,0.242,6
Part,Cf,3.75,7/5/12,8/2/12,3,7,35,20,Poly,4,CM,5.37,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/5/12,8/2/12,3,7,35,20,Poly,4,CM,NA,4.22,NA,NA,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/5/12,8/2/12,3,7,35,20,Poly,4,CM,NA,NA,0.57,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/5/12,8/2/12,3,7,35,20,Poly,4,CM,NA,NA,NA,7.39,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,35,20,Poly,4,CM,5.37,4.22,0.57,7.39,17.55,41,0,0,133,1,1,0,5,0,0,0,0,181,0.347,5
Sum,Cf,15,7/13/12,8/9/12,4,8,1,28,Mono,1,Cf,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Cf,15,7/13/12,8/9/12,4,8,2,26,Mono,1,Cf,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Cf,15,7/13/12,8/9/12,4,8,3,12,Mono,1,Cf,22.1,NA,NA,NA,22.1,1,0,0,16,0,0,0,0,0,0,0,0,17,0.059,2
Sum,Cf,15,7/13/12,8/9/12,4,8,4,21,Mono,1,Cf,20.26,NA,NA,NA,20.26,3,0,0,17,0,0,0,2,0,0,0,0,22,0.048,3
Sum,Cf,15,7/13/12,8/9/12,4,8,5,33,Mono,1,Cf,26.85,NA,NA,NA,26.85,2,0,0,35,0,0,0,5,1,0,0,0,43,0.107,4
Sum,Gt,15,7/13/12,8/9/12,4,8,6,29,Mono,1,Gt,NA,2.65,NA,NA,2.65,0,1,0,3,0,0,0,0,1,0,0,0,5,0.003,3
Sum,Gt,15,7/13/12,8/9/12,4,8,7,17,Mono,1,Gt,NA,5.3,NA,NA,5.3,0,0,0,10,0,0,0,2,1,0,0,0,13,0.025,3
Sum,Gt,15,7/13/12,8/9/12,4,8,8,3,Mono,1,Gt,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gt,15,7/13/12,8/9/12,4,8,9,2,Mono,1,Gt,NA,8.31,NA,NA,8.31,1,0,2,67,4,0,0,2,0,0,0,0,76,0.205,5
Sum,Gt,15,7/13/12,8/9/12,4,8,10,5,Mono,1,Gt,NA,3.45,NA,NA,3.45,0,0,0,10,0,0,0,0,0,0,0,0,10,0.025,1
Sum,Gv,15,7/13/12,8/9/12,4,8,11,23,Mono,1,Gv,NA,NA,26.46,NA,26.46,1,0,0,69,21,0,0,3,0,1,0,0,95,0.236,5
Sum,Gv,15,7/13/12,8/9/12,4,8,12,11,Mono,1,Gv,NA,NA,15.17,NA,15.17,0,0,0,50,0,0,0,2,0,0,0,0,52,0.28,2
Sum,Gv,15,7/13/12,8/9/12,4,8,13,27,Mono,1,Gv,NA,NA,48.17,NA,48.17,1,0,0,148,20,0,0,4,1,0,1,0,175,0.401,6
Sum,Gv,15,7/13/12,8/9/12,4,8,14,32,Mono,1,Gv,NA,NA,20.66,NA,20.66,1,0,0,89,9,0,0,3,0,1,0,0,103,0.341,5
Sum,Gv,15,7/13/12,8/9/12,4,8,15,19,Mono,1,Gv,NA,NA,20.44,NA,20.44,4,0,0,88,2,1,0,2,0,0,0,0,97,0.37,5
Sum,Gg,15,7/13/12,8/9/12,4,8,16,9,Mono,1,Gg,NA,NA,NA,20.21,20.21,2,0,0,179,2,0,0,2,1,0,0,0,186,0.524,5
Sum,Gg,15,7/13/12,8/9/12,4,8,17,16,Mono,1,Gg,NA,NA,NA,15.87,15.87,11,0,0,126,0,0,0,0,0,0,3,0,140,0.417,3
Sum,Gg,15,7/13/12,8/9/12,4,8,18,22,Mono,1,Gg,NA,NA,NA,12.96,12.96,2,0,1,77,2,0,0,2,0,0,0,0,84,0.293,5
Sum,Gg,15,7/13/12,8/9/12,4,8,19,10,Mono,1,Gg,NA,NA,NA,16.47,16.47,1,0,0,121,1,0,0,1,2,0,0,0,126,0.405,5
Sum,Gg,15,7/13/12,8/9/12,4,8,20,30,Mono,1,Gg,NA,NA,NA,16.68,16.68,2,2,0,142,1,0,0,5,4,0,3,0,159,0.546,7
Part,Cf,5,7/13/12,8/9/12,4,8,21,8,Poly,3,NM,5.68,NA,NA,NA,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/13/12,8/9/12,4,8,21,8,Poly,3,NM,NA,3.2,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,21,8,Poly,3,NM,NA,NA,NA,3.61,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,21,8,Poly,3,NM,5.68,3.2,NA,3.61,12.49,5,0,0,40,0,0,0,4,0,0,0,0,49,0.102,3
Part,Cf,5,7/13/12,8/9/12,4,8,22,35,Poly,3,NM,5.56,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/13/12,8/9/12,4,8,22,35,Poly,3,NM,NA,0.46,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,22,35,Poly,3,NM,NA,NA,NA,7.15,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,22,35,Poly,3,NM,5.56,0.46,NA,7.15,13.17,13,1,8,51,0,0,0,6,4,0,1,0,84,0.183,7
Part,Cf,5,7/13/12,8/9/12,4,8,23,7,Poly,3,NM,6.13,NA,NA,NA,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/13/12,8/9/12,4,8,23,7,Poly,3,NM,NA,0.38,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,23,7,Poly,3,NM,NA,NA,NA,7.72,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,23,7,Poly,3,NM,6.13,0.38,NA,7.72,14.23,7,0,4,49,0,0,0,2,0,0,1,0,63,0.18,5
Part,Cf,5,7/13/12,8/9/12,4,8,24,18,Poly,3,NM,3.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/13/12,8/9/12,4,8,24,18,Poly,3,NM,NA,3.25,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,24,18,Poly,3,NM,NA,NA,NA,6.69,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,24,18,Poly,3,NM,3.5,3.25,NA,6.69,13.44,5,0,1,53,3,0,0,1,1,0,1,0,65,0.199,7
Part,Cf,5,7/13/12,8/9/12,4,8,25,24,Poly,3,NM,7.49,NA,NA,NA,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/13/12,8/9/12,4,8,25,24,Poly,3,NM,NA,0.87,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,25,24,Poly,3,NM,NA,NA,NA,4.97,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,25,24,Poly,3,NM,7.49,0.87,NA,4.97,13.33,5,1,0,24,1,0,0,3,6,0,1,0,41,0.095,7
Part,Cf,5,7/13/12,8/9/12,4,8,26,25,Poly,3,IM,6.29,NA,NA,NA,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/13/12,8/9/12,4,8,26,25,Poly,3,IM,NA,NA,12.19,NA,12.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,26,25,Poly,3,IM,NA,NA,NA,7.93,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,26,25,Poly,3,IM,6.29,NA,12.19,7.93,26.41,0,0,1,59,9,0,0,1,8,0,0,0,78,0.153,5
Part,Cf,5,7/13/12,8/9/12,4,8,27,4,Poly,3,IM,5.93,NA,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/13/12,8/9/12,4,8,27,4,Poly,3,IM,NA,NA,18.76,NA,18.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,27,4,Poly,3,IM,NA,NA,NA,15.01,15.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,27,4,Poly,3,IM,5.93,NA,18.76,15.01,39.7,2,0,1,134,7,0,0,0,1,0,0,0,145,0.396,5
Part,Cf,5,7/13/12,8/9/12,4,8,28,14,Poly,3,IM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/13/12,8/9/12,4,8,28,14,Poly,3,IM,NA,NA,6.21,NA,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,28,14,Poly,3,IM,NA,NA,NA,7.71,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,28,14,Poly,3,IM,0,NA,6.21,7.71,13.92,1,0,0,121,3,0,0,0,0,0,0,0,125,0.393,3
Part,Cf,5,7/13/12,8/9/12,4,8,29,1,Poly,3,IM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/13/12,8/9/12,4,8,29,1,Poly,3,IM,NA,NA,5.43,NA,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,29,1,Poly,3,IM,NA,NA,NA,8.21,8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,29,1,Poly,3,IM,0,NA,5.43,8.21,13.64,3,0,1,80,0,0,1,0,0,0,1,0,86,0.304,5
Part,Cf,5,7/13/12,8/9/12,4,8,30,34,Poly,3,IM,5.51,NA,NA,NA,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/13/12,8/9/12,4,8,30,34,Poly,3,IM,NA,NA,12.33,NA,12.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/13/12,8/9/12,4,8,30,34,Poly,3,IM,NA,NA,NA,6.77,6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,30,34,Poly,3,IM,5.51,NA,12.33,6.77,24.61,1,0,1,84,2,0,0,3,1,0,1,0,93,0.254,7
Part,Cf,3.75,7/13/12,8/9/12,4,8,31,6,Poly,4,CM,4.88,NA,NA,NA,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/13/12,8/9/12,4,8,31,6,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/13/12,8/9/12,4,8,31,6,Poly,4,CM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/13/12,8/9/12,4,8,31,6,Poly,4,CM,NA,NA,NA,3.45,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,31,6,Poly,4,CM,4.88,0,0,3.45,8.33,2,0,0,17,1,0,0,0,1,0,0,0,21,0.045,4
Part,Cf,3.75,7/13/12,8/9/12,4,8,32,31,Poly,4,CM,4.62,NA,NA,NA,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/13/12,8/9/12,4,8,32,31,Poly,4,CM,NA,0.18,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/13/12,8/9/12,4,8,32,31,Poly,4,CM,NA,NA,4.44,NA,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/13/12,8/9/12,4,8,32,31,Poly,4,CM,NA,NA,NA,3.69,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,32,31,Poly,4,CM,4.62,0.18,4.44,3.69,12.93,3,0,0,39,1,1,0,3,1,1,1,0,50,0.114,8
Part,Cf,3.75,7/13/12,8/9/12,4,8,33,15,Poly,4,CM,5.27,NA,NA,NA,5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/13/12,8/9/12,4,8,33,15,Poly,4,CM,NA,4.95,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/13/12,8/9/12,4,8,33,15,Poly,4,CM,NA,NA,2.43,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/13/12,8/9/12,4,8,33,15,Poly,4,CM,NA,NA,NA,5.21,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,33,15,Poly,4,CM,5.27,4.95,2.43,5.21,17.86,1,0,0,133,0,0,1,0,1,0,2,0,138,0.425,5
Part,Cf,3.75,7/13/12,8/9/12,4,8,34,13,Poly,4,CM,2.81,NA,NA,NA,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/13/12,8/9/12,4,8,34,13,Poly,4,CM,NA,0.63,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/13/12,8/9/12,4,8,34,13,Poly,4,CM,NA,NA,6.97,NA,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/13/12,8/9/12,4,8,34,13,Poly,4,CM,NA,NA,NA,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,34,13,Poly,4,CM,2.81,0.63,6.97,4.3,14.71,0,0,0,34,1,0,0,2,0,0,3,0,40,0.289,4
Part,Cf,3.75,7/13/12,8/9/12,4,8,35,20,Poly,4,CM,3.41,NA,NA,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/13/12,8/9/12,4,8,35,20,Poly,4,CM,NA,1.54,NA,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/13/12,8/9/12,4,8,35,20,Poly,4,CM,NA,NA,2.85,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/13/12,8/9/12,4,8,35,20,Poly,4,CM,NA,NA,NA,3.44,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/13/12,8/9/12,4,8,35,20,Poly,4,CM,3.41,1.54,2.85,3.44,11.24,1,0,1,47,1,0,0,1,0,0,1,0,52,0.132,6
Sum,Cf,15,7/19/12,8/16/12,1,9,1,28,Mono,1,Cf,9.38,NA,NA,NA,9.38,1,0,0,14,0,0,0,0,0,0,0,0,15,0.01,2
Sum,Cf,15,7/19/12,8/16/12,1,9,2,26,Mono,1,Cf,28.69,NA,NA,NA,28.69,2,0,0,12,0,0,0,0,0,0,0,0,14,0.04,2
Sum,Cf,15,7/19/12,8/16/12,1,9,3,12,Mono,1,Cf,21.47,NA,NA,NA,21.47,2,0,0,26,0,0,0,0,0,0,0,0,28,0.088,2
Sum,Cf,15,7/19/12,8/16/12,1,9,4,21,Mono,1,Cf,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Cf,15,7/19/12,8/16/12,1,9,5,33,Mono,1,Cf,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gt,15,7/19/12,8/16/12,1,9,6,29,Mono,1,Gt,NA,5.77,NA,NA,5.77,6,0,1,22,3,0,0,2,4,0,1,0,39,0.111,7
Sum,Gt,15,7/19/12,8/16/12,1,9,7,17,Mono,1,Gt,NA,0.44,NA,NA,0.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Sum,Gt,15,7/19/12,8/16/12,1,9,8,3,Mono,1,Gt,NA,3.99,NA,NA,3.99,2,1,0,10,1,0,0,0,0,1,0,0,15,0.028,5
Sum,Gt,15,7/19/12,8/16/12,1,9,9,2,Mono,1,Gt,NA,8.17,NA,NA,8.17,1,0,0,18,0,0,0,0,0,0,0,0,19,0.077,2
Sum,Gt,15,7/19/12,8/16/12,1,9,10,5,Mono,1,Gt,NA,34.21,NA,NA,34.21,0,0,0,86,1,0,0,0,1,1,0,0,89,0.287,4
Sum,Gv,15,7/19/12,8/16/12,1,9,11,23,Mono,1,Gv,NA,NA,6.8,NA,6.8,1,0,0,19,3,1,0,1,0,1,0,0,26,0.076,6
Sum,Gv,15,7/19/12,8/16/12,1,9,12,11,Mono,1,Gv,NA,NA,10,NA,10,1,0,0,34,4,0,0,1,0,0,0,0,40,0.107,4
Sum,Gv,15,7/19/12,8/16/12,1,9,13,27,Mono,1,Gv,NA,NA,15.37,NA,15.37,1,0,0,30,3,1,0,2,0,0,1,0,38,0.059,6
Sum,Gv,15,7/19/12,8/16/12,1,9,14,32,Mono,1,Gv,NA,NA,33.04,NA,33.04,4,0,1,34,8,0,0,2,0,0,0,0,49,0.109,5
Sum,Gv,15,7/19/12,8/16/12,1,9,15,19,Mono,1,Gv,NA,NA,5.38,NA,5.38,1,0,0,29,0,0,0,1,0,0,0,0,31,0.089,3
Sum,Gg,15,7/19/12,8/16/12,1,9,16,9,Mono,1,Gg,NA,NA,NA,22.44,22.44,2,0,1,129,1,0,0,7,4,0,2,0,146,0.674,7
Sum,Gg,15,7/19/12,8/16/12,1,9,17,16,Mono,1,Gg,NA,NA,NA,22.46,22.46,5,1,5,140,4,0,0,6,0,0,1,0,162,0.554,7
Sum,Gg,15,7/19/12,8/16/12,1,9,18,22,Mono,1,Gg,NA,NA,NA,15.98,15.98,6,0,4,69,5,1,0,13,1,0,4,0,103,0.351,8
Sum,Gg,15,7/19/12,8/16/12,1,9,19,10,Mono,1,Gg,NA,NA,NA,18.57,18.57,1,2,1,120,4,0,0,10,0,0,5,0,143,0.669,7
Sum,Gg,15,7/19/12,8/16/12,1,9,20,30,Mono,1,Gg,NA,NA,NA,20.76,20.76,0,1,1,115,2,0,0,10,5,0,4,0,138,0.552,7
Part,Cf,5,7/19/12,8/16/12,1,9,21,8,Poly,3,NM,7.97,NA,NA,NA,7.97,0,0,1,2,0,0,0,0,0,0,0,0,3,0.006,2
Part,Gt,5,7/19/12,8/16/12,1,9,21,8,Poly,3,NM,NA,0.87,NA,NA,0.87,1,0,0,0,0,0,0,2,0,0,0,0,3,0.001,2
Part,Gg,5,7/19/12,8/16/12,1,9,21,8,Poly,3,NM,NA,NA,NA,9.67,9.67,8,0,13,71,0,0,0,19,5,0,0,0,116,0.266,5
Sum,All,15,7/19/12,8/16/12,1,9,21,8,Poly,3,NM,7.97,0.87,NA,9.67,18.51,9,0,14,73,0,0,0,21,5,0,0,0,122,0.273,5
Part,Cf,5,7/19/12,8/16/12,1,9,22,35,Poly,3,NM,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Part,Gt,5,7/19/12,8/16/12,1,9,22,35,Poly,3,NM,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Part,Gg,5,7/19/12,8/16/12,1,9,22,35,Poly,3,NM,NA,NA,NA,10.62,10.62,8,0,10,61,2,0,0,4,2,0,0,0,87,0.211,6
Sum,All,15,7/19/12,8/16/12,1,9,22,35,Poly,3,NM,0,0,NA,10.62,10.62,8,0,10,61,2,0,0,4,2,0,0,0,87,0.211,6
Part,Cf,5,7/19/12,8/16/12,1,9,23,7,Poly,3,NM,10.54,NA,NA,NA,10.54,0,0,2,7,0,0,0,0,0,0,0,0,9,0.023,2
Part,Gt,5,7/19/12,8/16/12,1,9,23,7,Poly,3,NM,NA,4.5,NA,NA,4.5,0,0,0,14,3,0,0,1,0,0,0,0,18,0.045,3
Part,Gg,5,7/19/12,8/16/12,1,9,23,7,Poly,3,NM,NA,NA,NA,4.95,4.95,4,0,6,38,3,0,0,3,0,0,1,0,55,0.132,6
Sum,All,15,7/19/12,8/16/12,1,9,23,7,Poly,3,NM,10.54,4.5,NA,4.95,19.99,4,0,8,59,6,0,0,4,0,0,1,0,82,0.2,6
Part,Cf,5,7/19/12,8/16/12,1,9,24,18,Poly,3,NM,5.96,NA,NA,NA,5.96,0,0,2,4,0,0,0,2,0,0,0,0,8,0.013,3
Part,Gt,5,7/19/12,8/16/12,1,9,24,18,Poly,3,NM,NA,2.51,NA,NA,2.51,0,0,1,35,0,0,0,1,1,0,0,0,38,0.132,4
Part,Gg,5,7/19/12,8/16/12,1,9,24,18,Poly,3,NM,NA,NA,NA,9.35,9.35,3,0,2,107,3,0,0,11,0,0,0,0,126,0.408,5
Sum,All,15,7/19/12,8/16/12,1,9,24,18,Poly,3,NM,5.96,2.51,NA,9.35,17.82,3,0,5,146,3,0,0,14,1,0,0,0,172,0.553,6
Part,Cf,5,7/19/12,8/16/12,1,9,25,24,Poly,3,NM,6.31,NA,NA,NA,6.31,1,0,0,2,0,0,0,0,0,0,0,0,3,0.005,2
Part,Gt,5,7/19/12,8/16/12,1,9,25,24,Poly,3,NM,NA,1.74,NA,NA,1.74,0,0,1,1,0,0,0,0,0,0,0,0,2,0.002,2
Part,Gg,5,7/19/12,8/16/12,1,9,25,24,Poly,3,NM,NA,NA,NA,9.98,9.98,4,0,5,24,0,0,0,3,2,0,0,0,38,0.117,5
Sum,All,15,7/19/12,8/16/12,1,9,25,24,Poly,3,NM,6.31,1.74,NA,9.98,18.03,5,0,6,27,0,0,0,3,2,0,0,0,43,0.124,5
Part,Cf,5,7/19/12,8/16/12,1,9,26,25,Poly,3,IM,5.79,NA,NA,NA,5.79,1,0,0,1,0,0,0,0,0,0,0,0,2,0.006,2
Part,Gv,5,7/19/12,8/16/12,1,9,26,25,Poly,3,IM,NA,NA,17.53,NA,17.53,3,0,2,29,4,0,0,4,1,1,0,0,44,0.114,7
Part,Gg,5,7/19/12,8/16/12,1,9,26,25,Poly,3,IM,NA,NA,NA,10.56,10.56,13,0,8,46,0,0,0,11,2,1,0,0,81,0.156,6
Sum,All,15,7/19/12,8/16/12,1,9,26,25,Poly,3,IM,5.79,NA,17.53,10.56,33.88,17,0,10,76,4,0,0,15,3,2,0,0,127,0.276,7
Part,Cf,5,7/19/12,8/16/12,1,9,27,4,Poly,3,IM,7.69,NA,NA,NA,7.69,1,0,0,2,0,0,0,1,0,0,0,0,4,0.009,3
Part,Gv,5,7/19/12,8/16/12,1,9,27,4,Poly,3,IM,NA,NA,27.91,NA,27.91,2,0,1,22,3,0,0,0,0,0,0,0,28,0.128,4
